feature	ham_probability	spam_probability
itin	2.1876328303309168e-07	5.541173132846301e-07
msbppdz	2.1876328303309168e-07	8.311759699269452e-07
flocked	6.56289849099275e-07	2.7705865664231505e-07
hyj	2.1876328303309168e-07	5.541173132846301e-07
benutzt	2.1876328303309168e-07	8.311759699269452e-07
banglee	4.3752656606618335e-07	2.7705865664231505e-07
200416	2.1876328303309168e-07	5.541173132846301e-07
workaday	2.1876328303309168e-07	1.1082346265692602e-06
dears	2.1876328303309168e-07	5.541173132846301e-07
wng	2.1876328303309168e-07	1.6623519398538903e-06
bonnell	4.3752656606618335e-07	2.7705865664231505e-07
shadeslight	2.1876328303309168e-07	5.541173132846301e-07
beantragen	2.1876328303309168e-07	5.541173132846301e-07
seder	2.1876328303309168e-07	2.4935279097808355e-06
reimbursed	3.93773909459565e-06	5.541173132846301e-07
inlizf	2.1876328303309168e-07	5.541173132846301e-07
pdvsa	4.3752656606618335e-07	2.7705865664231505e-07
742364	6.56289849099275e-07	2.7705865664231505e-07
unpeople	2.1876328303309168e-07	8.311759699269452e-07
restructures	6.56289849099275e-07	2.7705865664231505e-07
tryptophan	2.1876328303309168e-07	5.541173132846301e-07
davidireland	2.1876328303309168e-07	8.311759699269452e-07
verdana	2.1876328303309168e-07	1.856292999503511e-05
brosur	2.1876328303309168e-07	5.541173132846301e-07
nagurka	2.1876328303309168e-07	5.541173132846301e-07
defendiendo	2.1876328303309168e-07	5.541173132846301e-07
hylton	4.3752656606618335e-07	2.7705865664231505e-07
traiiers	2.1876328303309168e-07	8.311759699269452e-07
peabodynondescript	2.1876328303309168e-07	5.541173132846301e-07
amalgamated	3.500212528529467e-06	4.155879849634726e-06
24444000	2.1876328303309168e-07	5.541173132846301e-07
understates	4.3752656606618335e-07	2.7705865664231505e-07
proctection	4.3752656606618335e-07	2.7705865664231505e-07
fhccgasa	2.1876328303309168e-07	8.311759699269452e-07
mandates	1.31257969819855e-06	5.541173132846301e-07
633028	6.56289849099275e-07	2.7705865664231505e-07
prefixes	2.1876328303309168e-07	5.541173132846301e-07
25500	4.3752656606618335e-07	2.7705865664231505e-07
adwords	2.1876328303309168e-07	2.7705865664231505e-06
discr	2.1876328303309168e-07	1.3852932832115753e-06
ambrose	4.3752656606618335e-07	3.3247038797077806e-06
chix	2.1876328303309168e-07	8.311759699269452e-07
avenging	2.1876328303309168e-07	5.541173132846301e-07
5169648	2.1876328303309168e-07	8.311759699269452e-07
klpacrkuqaofqa	2.1876328303309168e-07	5.541173132846301e-07
cgi	1.3344560265018591e-05	2.1056457904815946e-05
jnr	2.1876328303309168e-07	3.3247038797077806e-06
2002020624	4.3752656606618335e-07	2.7705865664231505e-07
borrett	2.1876328303309168e-07	7.203525072700191e-06
phramacy	2.1876328303309168e-07	5.541173132846301e-07
candr	6.56289849099275e-07	2.7705865664231505e-07
piezas	2.1876328303309168e-07	2.7705865664231505e-06
iluminada	2.1876328303309168e-07	5.541173132846301e-07
representante	2.1876328303309168e-07	5.541173132846301e-07
marinfonet	2.1876328303309168e-07	8.311759699269452e-07
668	5.031555509761108e-06	4.155879849634726e-06
handicap	6.56289849099275e-07	1.3852932832115753e-06
plcdear	2.1876328303309168e-07	5.541173132846301e-07
heating	1.7938589208713517e-05	2.7705865664231505e-06
chronolgically	4.3752656606618335e-07	2.7705865664231505e-07
pipe	5.359700434310746e-05	1.3575874175473438e-05
talons	2.1876328303309168e-07	1.3852932832115753e-06
thinker	1.0938164151654583e-06	5.541173132846301e-07
porno	2.1876328303309168e-07	4.987055819561671e-06
wydarzeniem	6.56289849099275e-07	2.7705865664231505e-07
slidell	4.3752656606618335e-07	2.7705865664231505e-07
childern	2.1876328303309168e-07	5.541173132846301e-07
447040101817	2.1876328303309168e-07	1.3852932832115753e-06
distribuidora	6.56289849099275e-07	1.9394105964962054e-06
mmou	4.3752656606618335e-07	2.7705865664231505e-07
cusptqc	2.1876328303309168e-07	8.311759699269452e-07
zon	2.1876328303309168e-07	5.541173132846301e-07
transconnect	4.3752656606618335e-07	2.7705865664231505e-07
groupoid	2.1876328303309168e-07	2.2164692531385204e-06
kristan	4.3752656606618335e-07	5.541173132846301e-07
cked	2.1876328303309168e-07	1.1082346265692602e-06
auszahlen	2.1876328303309168e-07	5.541173132846301e-07
faksowe	4.3752656606618335e-07	2.7705865664231505e-07
shovvn	2.1876328303309168e-07	8.311759699269452e-07
ectric	6.56289849099275e-07	2.7705865664231505e-07
erosible	2.1876328303309168e-07	1.3852932832115753e-06
binkyaliens	2.1876328303309168e-07	5.541173132846301e-07
cmomon	2.1876328303309168e-07	5.541173132846301e-07
wheeze	2.1876328303309168e-07	1.9394105964962054e-06
gzrzmmbxfm	2.1876328303309168e-07	5.541173132846301e-07
commisioners	4.3752656606618335e-07	2.7705865664231505e-07
playinwork	2.1876328303309168e-07	5.541173132846301e-07
lavoratos	4.3752656606618335e-07	2.7705865664231505e-07
sisyphean	2.1876328303309168e-07	1.9394105964962054e-06
mncbfseku	2.1876328303309168e-07	5.541173132846301e-07
fico	2.1876328303309168e-07	2.4935279097808355e-06
lukim	2.1876328303309168e-07	8.311759699269452e-07
0107	1.7501062642647334e-06	2.7705865664231505e-07
finner	2.1876328303309168e-07	5.541173132846301e-07
nomintated	6.56289849099275e-07	2.7705865664231505e-07
shipping	3.2595729171930656e-05	0.00025821866799063763
beacon	6.56289849099275e-07	3.3247038797077806e-06
merrell	8.750531321323667e-07	2.7705865664231505e-07
breifing	1.0938164151654583e-06	2.7705865664231505e-07
dclr	2.1876328303309168e-07	2.7705865664231505e-06
plants	0.00013803963159388083	2.299586850131215e-05
jplgyo	2.1876328303309168e-07	5.541173132846301e-07
myofacial	2.1876328303309168e-07	5.541173132846301e-07
astray	8.750531321323667e-07	4.709997162919356e-06
equinox	2.1876328303309168e-07	1.1082346265692602e-06
noming	6.56289849099275e-07	2.7705865664231505e-07
nihilism	2.1876328303309168e-07	1.9394105964962054e-06
manyicompanies	2.1876328303309168e-07	5.541173132846301e-07
slaughter	3.718975811562558e-06	4.432938506277041e-06
omqblizgatio	2.1876328303309168e-07	5.541173132846301e-07
nucor	8.750531321323667e-07	2.7705865664231505e-07
gouging	3.500212528529467e-06	2.7705865664231505e-07
evanston	6.56289849099275e-07	1.1082346265692602e-06
prlm	2.1876328303309168e-07	8.311759699269452e-07
104776	4.3752656606618335e-07	2.7705865664231505e-07
wadeg	4.3752656606618335e-07	2.7705865664231505e-07
thiis	2.1876328303309168e-07	5.541173132846301e-07
peer	2.6907883813070274e-05	3.6017625363500957e-06
shedding	5.031555509761108e-06	8.311759699269452e-07
arises	5.469082075827291e-06	2.2164692531385204e-06
czu	2.1876328303309168e-07	5.541173132846301e-07
noise	1.1375690717720767e-05	6.649407759415561e-06
substantialism	2.1876328303309168e-07	5.541173132846301e-07
1227	2.1876328303309168e-07	8.311759699269452e-07
slidometer	2.1876328303309168e-07	5.541173132846301e-07
interior	3.500212528529467e-06	8.034701042627137e-06
analytica	1.0938164151654583e-06	2.7705865664231505e-07
forge	1.968869547297825e-06	4.987055819561671e-06
clog	8.750531321323667e-07	2.7705865664231505e-06
rankle	2.1876328303309168e-07	1.3852932832115753e-06
amlgeimricans	2.1876328303309168e-07	5.541173132846301e-07
imbalnce	4.3752656606618335e-07	2.7705865664231505e-07
ambition	1.31257969819855e-06	6.649407759415561e-06
tugging	2.1876328303309168e-07	2.2164692531385204e-06
zyrtec	2.1876328303309168e-07	4.155879849634726e-06
boch	2.1876328303309168e-07	5.541173132846301e-07
ipfinanse	2.1876328303309168e-07	1.6623519398538903e-06
jugginghildebrand	2.1876328303309168e-07	5.541173132846301e-07
archetypicalsedimentary	2.1876328303309168e-07	5.541173132846301e-07
anne	7.044177713665552e-05	1.2744698205546493e-05
clapping	2.1876328303309168e-07	5.541173132846301e-07
jwzixh	2.1876328303309168e-07	5.541173132846301e-07
mbao	3.718975811562558e-06	2.7705865664231505e-07
teeter	2.1876328303309168e-07	1.3852932832115753e-06
ndig	2.1876328303309168e-07	1.1082346265692602e-06
welaxrers	2.1876328303309168e-07	5.541173132846301e-07
schuylkill	2.1876328303309168e-07	8.311759699269452e-07
ipgsakoa	2.1876328303309168e-07	8.311759699269452e-07
28567	2.1876328303309168e-07	5.541173132846301e-07
billiton	4.3752656606618335e-07	1.3852932832115753e-06
invoked	5.469082075827291e-06	2.465822044116604e-05
puu	2.1876328303309168e-07	5.541173132846301e-07
1744	2.1876328303309168e-07	5.541173132846301e-07
4312	5.2503187927942e-06	2.7705865664231505e-07
zrejig	2.1876328303309168e-07	5.541173132846301e-07
knopick	2.1876328303309168e-07	1.3852932832115753e-06
commended	6.56289849099275e-07	2.7705865664231505e-07
nscpcd	8.750531321323667e-07	2.7705865664231505e-07
inijusti	2.1876328303309168e-07	8.311759699269452e-07
lymph	2.1876328303309168e-07	2.2164692531385204e-06
tryand	2.1876328303309168e-07	8.311759699269452e-07
meorning	2.1876328303309168e-07	5.541173132846301e-07
coordenar	2.1876328303309168e-07	8.311759699269452e-07
slawson	4.3752656606618335e-07	2.7705865664231505e-07
failures	7.656714906158208e-06	8.311759699269452e-06
vcyywln	2.1876328303309168e-07	8.311759699269452e-07
node	5.469082075827291e-06	1.6623519398538903e-06
andnotarization	2.1876328303309168e-07	5.541173132846301e-07
billdegrandis	4.3752656606618335e-07	2.7705865664231505e-07
tnpc	3.281449245496375e-06	2.7705865664231505e-07
prescrlptlonneeded	2.1876328303309168e-07	4.987055819561671e-06
brasseaux	6.56289849099275e-07	2.7705865664231505e-07
vgxad	2.1876328303309168e-07	5.541173132846301e-07
xuemei	4.3752656606618335e-07	2.7705865664231505e-07
77002	5.9941139551067114e-05	2.7705865664231505e-07
adminitrative	4.3752656606618335e-07	2.7705865664231505e-07
pramer	6.56289849099275e-07	2.7705865664231505e-07
tlmfftabjkpdzhv	2.1876328303309168e-07	5.541173132846301e-07
bonding	2.8439226794301917e-06	8.311759699269452e-07
hyqj	2.1876328303309168e-07	5.541173132846301e-07
removemeplease	2.1876328303309168e-07	1.5238226115327327e-05
wpmx	2.1876328303309168e-07	5.541173132846301e-07
resolute	4.3752656606618335e-07	3.0476452230654656e-06
muturl	2.1876328303309168e-07	8.311759699269452e-07
engbrock	1.0938164151654583e-06	2.7705865664231505e-07
overburdened	8.750531321323667e-07	2.7705865664231505e-07
loansrefinancedebt	2.1876328303309168e-07	8.311759699269452e-07
convictions	8.750531321323667e-07	2.7705865664231505e-07
5151263	2.1876328303309168e-07	5.541173132846301e-07
soak	4.3752656606618335e-07	2.7705865664231505e-06
estan	2.1876328303309168e-07	8.311759699269452e-07
wenyao	3.0626859624632834e-06	2.7705865664231505e-07
fmvcn	2.1876328303309168e-07	5.541173132846301e-07
occidental	1.7501062642647334e-06	1.9394105964962054e-06
mixstephenson	2.1876328303309168e-07	5.541173132846301e-07
concurrently	2.1876328303309166e-06	2.7705865664231505e-06
trebejueloo	2.1876328303309168e-07	5.541173132846301e-07
uxejcmcebh	2.1876328303309168e-07	5.541173132846301e-07
ivernia	2.1876328303309168e-07	8.311759699269452e-07
hind	2.1876328303309168e-07	2.2164692531385204e-06
azlduqfp	2.1876328303309168e-07	5.541173132846301e-07
gefuhlt	2.1876328303309168e-07	5.541173132846301e-07
lynnbottlinger	4.3752656606618335e-07	2.7705865664231505e-07
enjoydays	2.1876328303309168e-07	8.311759699269452e-07
popularer	2.1876328303309168e-07	5.541173132846301e-07
diverted	5.469082075827291e-06	1.1082346265692602e-06
update	0.000460496710784658	0.0001360358004113767
abuzy	2.1876328303309168e-07	5.541173132846301e-07
wazathit	2.1876328303309168e-07	5.541173132846301e-07
hereunder	1.0938164151654583e-06	3.878821192992411e-06
7421	4.3752656606618335e-07	2.7705865664231505e-07
mrfxgabc	2.1876328303309168e-07	5.541173132846301e-07
onlbu	2.1876328303309168e-07	5.541173132846301e-07
retortion	2.1876328303309168e-07	5.541173132846301e-07
nuestras	2.1876328303309168e-07	3.878821192992411e-06
intervener	4.3752656606618335e-07	2.7705865664231505e-07
iupto	2.1876328303309168e-07	5.541173132846301e-07
2002012820	4.3752656606618335e-07	2.7705865664231505e-07
dowitcher	2.1876328303309168e-07	1.6623519398538903e-06
ruptures	4.3752656606618335e-07	8.311759699269452e-07
toprol	2.1876328303309168e-07	1.3852932832115753e-06
passaic	2.1876328303309168e-07	8.311759699269452e-07
isopod	2.1876328303309168e-07	1.3852932832115753e-06
celled	2.1876328303309168e-07	5.541173132846301e-07
accumuiation	2.1876328303309168e-07	6.649407759415561e-06
swisstimeusa	2.1876328303309168e-07	8.311759699269452e-07
4411	2.1876328303309168e-07	5.541173132846301e-07
terabit	4.3752656606618335e-07	2.7705865664231505e-07
liquate	2.1876328303309168e-07	5.541173132846301e-07
prizemama	2.1876328303309168e-07	3.3247038797077806e-06
vashoceseku	2.1876328303309168e-07	5.541173132846301e-07
hrol	4.3752656606618335e-07	2.7705865664231505e-07
forgetheartaches	2.1876328303309168e-07	5.541173132846301e-07
garps	6.56289849099275e-07	2.7705865664231505e-07
monline	2.1876328303309168e-07	3.3247038797077806e-06
tzzfua	2.1876328303309168e-07	5.541173132846301e-07
fiberglass	2.1876328303309168e-07	8.311759699269452e-07
polycom	1.0938164151654583e-06	2.7705865664231505e-07
zancl	2.1876328303309168e-07	5.541173132846301e-07
softtwares	2.1876328303309168e-07	3.0476452230654656e-06
012501	4.3752656606618335e-07	2.7705865664231505e-07
iefckmepb	2.1876328303309168e-07	8.311759699269452e-07
fgpc	2.1876328303309168e-07	5.541173132846301e-07
weijing	4.3752656606618335e-07	2.7705865664231505e-07
scandinavia	2.1876328303309166e-06	1.3852932832115753e-06
neath	2.1876328303309168e-07	1.9394105964962054e-06
captivity	4.3752656606618335e-07	2.7705865664231505e-07
skatz	6.56289849099275e-07	2.7705865664231505e-07
catssuper	2.1876328303309168e-07	5.541173132846301e-07
conocen	2.1876328303309168e-07	8.311759699269452e-07
historia	2.1876328303309168e-07	8.311759699269452e-07
olypharmbymaiil	2.1876328303309168e-07	5.541173132846301e-07
rzrmkei	2.1876328303309168e-07	5.541173132846301e-07
awarness	2.1876328303309168e-07	5.541173132846301e-07
pygmaean	2.1876328303309168e-07	5.541173132846301e-07
pathway	2.1876328303309168e-07	6.372349102773247e-06
afoot	4.3752656606618335e-07	4.155879849634726e-06
zavia	2.1876328303309168e-07	5.541173132846301e-07
individual	0.00015882214348202455	9.475406057167175e-05
asshole	8.750531321323667e-07	1.3852932832115753e-06
fairly	3.41270721531623e-05	4.709997162919356e-06
zeit	2.1876328303309168e-07	3.3247038797077806e-06
honour	2.4063961133640083e-06	4.432938506277041e-06
hcm	2.1876328303309168e-07	8.311759699269452e-07
icbygvjvs	2.1876328303309168e-07	5.541173132846301e-07
adres	1.7501062642647334e-06	1.9394105964962054e-06
9029	6.56289849099275e-07	2.7705865664231505e-07
fplo	1.5313429812316417e-06	2.7705865664231505e-07
installed	2.88767533603681e-05	1.1636463578977233e-05
portugal	1.968869547297825e-06	1.0805287609050287e-05
716060	2.1876328303309168e-07	5.541173132846301e-07
brocket	2.1876328303309168e-07	8.311759699269452e-07
widman	1.0938164151654583e-06	2.7705865664231505e-07
dvlqnyu	2.1876328303309168e-07	5.541173132846301e-07
alger	2.1876328303309168e-07	2.7705865664231505e-06
589257	1.31257969819855e-06	2.7705865664231505e-07
damanonymous	2.1876328303309168e-07	5.541173132846301e-07
analinspection	2.1876328303309168e-07	5.541173132846301e-07
blyfme	2.1876328303309168e-07	5.541173132846301e-07
seilsecurities	2.1876328303309168e-07	5.541173132846301e-07
plough	1.0938164151654583e-06	8.311759699269452e-07
realizable	2.1876328303309168e-07	1.1082346265692602e-06
tfitzgerald	4.3752656606618335e-07	2.7705865664231505e-07
dismayed	2.1876328303309166e-06	2.7705865664231505e-07
contratulations	4.3752656606618335e-07	2.7705865664231505e-07
frecuentemente	2.1876328303309168e-07	1.3852932832115753e-06
commplaza	2.1876328303309168e-07	5.541173132846301e-07
replying	5.906608641893475e-06	7.757642385984821e-06
cilindros	2.1876328303309168e-07	5.541173132846301e-07
washbasin	2.1876328303309168e-07	2.2164692531385204e-06
ubwe	2.1876328303309168e-07	5.541173132846301e-07
putative	2.1876328303309168e-07	1.1082346265692602e-06
popish	2.1876328303309168e-07	1.3852932832115753e-06
ihnen	2.1876328303309166e-06	9.697052982481026e-06
trastevere	2.1876328303309168e-07	8.311759699269452e-07
hundredth	2.1876328303309168e-07	1.9394105964962054e-06
arcing	2.1876328303309168e-07	1.6623519398538903e-06
szk	2.1876328303309168e-07	8.311759699269452e-07
offfered	4.3752656606618335e-07	2.7705865664231505e-06
idabr	2.1876328303309168e-07	5.541173132846301e-07
gcarmean	6.56289849099275e-07	2.7705865664231505e-07
readier	2.1876328303309168e-07	8.311759699269452e-07
nighttime	1.0938164151654583e-06	3.3247038797077806e-06
aknrihb	2.1876328303309168e-07	5.541173132846301e-07
wpd	5.906608641893475e-06	2.7705865664231505e-07
analyzers	2.1876328303309168e-07	5.541173132846301e-07
adjudicate	2.1876328303309168e-07	1.6623519398538903e-06
mazowiecka	4.3752656606618335e-07	2.7705865664231505e-07
gayle	3.718975811562558e-06	5.541173132846301e-07
rebuilding	4.156502377628742e-06	1.3852932832115753e-06
vindicate	4.3752656606618335e-07	1.1082346265692602e-06
passsmmk	2.1876328303309168e-07	5.541173132846301e-07
smugglers	4.3752656606618335e-07	2.7705865664231505e-07
pklcxpnvf	2.1876328303309168e-07	5.541173132846301e-07
venta	2.1876328303309168e-07	3.6017625363500957e-06
cuanto	2.1876328303309168e-07	8.311759699269452e-07
jutro	8.750531321323667e-07	2.7705865664231505e-07
koszty	8.750531321323667e-07	2.7705865664231505e-07
rxshvanf	2.1876328303309168e-07	8.311759699269452e-07
thrash	6.56289849099275e-07	1.6623519398538903e-06
scene	7.219188340092025e-06	1.8285871338392794e-05
rusticates	2.1876328303309168e-07	5.541173132846301e-07
vrb	2.1876328303309168e-07	5.541173132846301e-07
vices	2.1876328303309168e-07	8.311759699269452e-07
realiable	2.1876328303309168e-07	5.541173132846301e-07
micahel	6.56289849099275e-07	2.7705865664231505e-07
idol	2.1876328303309168e-07	4.155879849634726e-06
schwerer	2.1876328303309168e-07	5.541173132846301e-07
ramona	1.2688270415919316e-05	2.7705865664231505e-07
coachable	2.1876328303309168e-07	1.1082346265692602e-06
diaphragmdialup	2.1876328303309168e-07	5.541173132846301e-07
wibth	2.1876328303309168e-07	5.541173132846301e-07
manchesterwould	2.1876328303309168e-07	1.9394105964962054e-06
pepzqaa	2.1876328303309168e-07	5.541173132846301e-07
shelly	2.9533043209467376e-05	2.7705865664231505e-07
accpetable	4.3752656606618335e-07	2.7705865664231505e-07
opsos	4.3752656606618335e-07	2.7705865664231505e-07
cxkjiet	2.1876328303309168e-07	5.541173132846301e-07
